1	406899.2105	45808.6277	20.5360
2	406900.1785	45807.2321	18.8131
3	406902.4478	45803.6360	18.3530
4	406903.7369	45801.4656	19.2292
5	406904.1797	45800.6168	20.6347
6	406905.5695	45801.3515	20.4606
7	406906.8919	45802.3421	20.2140
8	406905.5218	45802.0712	18.6082
9	406905.7967	45804.2483	18.8514
10	406904.5792	45807.4663	19.0435
11	406903.2066	45808.9498	18.7670
12	406902.1411	45810.2140	19.5283
13	406901.9115	45810.3816	20.8193
14	406900.1487	45809.4809	20.2999
15	406900.8920	45808.5319	18.8740
16	406903.7548	45803.9695	18.1121
